epsilon,gamma,case,horizon,true_value,model_value,absolute_value_gap,finite_horizon_bound,gap_to_bound_ratio,reward_lipschitz,empirical_dynamics_lipschitz,max_rollout_state_error
0.0005,0.97,3,40,-0.13290046130135336,-0.14612384283249147,0.013223381531138112,0.08460643596207648,0.15629285622036232,0.48345387255690364,0.9962860127803601,0.01814681919859728
0.0005,0.98,3,40,-0.15320423571522623,-0.17023668870901237,0.01703245299378614,0.10803312608384685,0.15765954028366155,0.48345387255690364,0.9962860127803601,0.01814681919859728
0.0005,0.99,3,40,-0.17866382304774606,-0.20074334960237036,0.022079526554624307,0.1389677275693916,0.15888240342419935,0.48345387255690364,0.9962860127803601,0.01814681919859728
0.0005,0.8,4,40,-0.3411326398633364,-0.33852071888615287,0.002611920977183546,0.013686193591027096,0.19084349200613138,1.3325284407011107,1.0069967984751338,0.021013686194480182
0.0005,0.9,4,40,-0.5997409469903723,-0.590139235195993,0.009601711794379297,0.05821586439641611,0.16493290778948563,1.3325284407011107,1.0069967984751338,0.021013686194480182
0.0005,0.95,4,40,-0.9494348373507802,-0.9252122727425769,0.024222564608203268,0.16367334028471162,0.14799334189714614,1.3325284407011107,1.0069967984751338,0.021013686194480182
0.0005,0.97,4,40,-1.2076625229983002,-1.1703309881584076,0.0373315348398926,0.26339475064453216,0.1417322659185181,1.3325284407011107,1.0069967984751338,0.021013686194480182
0.0005,0.98,4,40,-1.3826868441549587,-1.3357392268530268,0.046947617301931865,0.3381215257604063,0.13884835399447196,1.3325284407011107,1.0069967984751338,0.021013686194480182
0.0005,0.99,4,40,-1.6003188585819024,-1.5407975018610547,0.059521356720847685,0.43715687396751374,0.13615560057571202,1.3325284407011107,1.0069967984751338,0.021013686194480182
0.0005,0.8,5,40,-0.965710925718111,-0.9712573053455305,0.00554637962741944,0.023205544396938928,0.23901096791985063,2.0786933253556765,1.0266060154790242,0.016182939078015223
0.0005,0.9,5,40,-2.0278661130108366,-2.0517448296299046,0.02387871661906793,0.10706384475061861,0.22303249686846277,2.0786933253556765,1.0266060154790242,0.016182939078015223
0.0005,0.95,5,40,-3.630987957223706,-3.6951617643467176,0.0641738071230118,0.3186824748730115,0.20137225038365777,2.0786933253556765,1.0266060154790242,0.016182939078015223
0.0005,0.97,5,40,-4.864442645247102,-4.964995934271769,0.10055328902466698,0.524280788679217,0.19179281636083534,2.0786933253556765,1.0266060154790242,0.016182939078015223
